dump_addr,size,name,status,confidence,evidence
0x0800DD0C,40,read_source_layers_cache_impl,agreed,high,A exact 1.00; B align match; opsim=0.97; gcc13 ref agrees (read_source_layers_cache_impl)
0x0800DD34,68,update_source_layers_cache,agreed,high,A fuzzy-anchored 0.59; B align match; entry=bl; callgraph 2/2; opsim=0.78; gcc13 ref agrees (update_source_layers_cache)
0x0800DD78,60,read_source_layers_cache,agreed,high,A fuzzy-anchored 0.92; B align match; entry=bl; callgraph 2/2; opsim=0.91; gcc13 ref agrees (read_source_layers_cache)
0x0800DDB4,68,layer_switch_get_layer,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x0800DDF8,24,layer_switch_get_action,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800DE10,72,store_or_get_action,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x0800DE58,64,debug_waiting_buffer,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (debug_waiting_buffer)
0x0800DE98,32,debug_tapping_key,B-only,high,B align match; entry=bl; callgraph 1/1; opsim=0.76; gcc13 ref agrees (debug_tapping_key)
0x0800DEB8,68,waiting_buffer_typed.isra.0,agreed,high,A exact 1.00; B align inferred-by-callers (2/2 matched callers call waiting_buffer_typed.isra.0 in ref; gcc13 ref agrees (waiting_buffer_typed.isra.0)
0x0800DEFC,4,get_tapping_term,conflict,high,"A get_tapping_term ('movs r0,#175; bx lr', caller vote) vs B 'waiting_buffer_scan_tap split1'. Callers: tap_dance_task@0x080120EC after building a keyrecord_t on the stack (strd r3,r3,[sp]; mov r1,sp; ldrh r0,[active_td]; bl 0x0800DEFC; cmp r5,r0) where ref tap_dance_task@0x080105EC has 'cmp r0,#140' inline; waiting_buffer_scan_tap@0x0800DF52 (right after bl get_record_keycode 0x0800D334) where ref has 'cmp r2,#139'; process_tapping@0x0800E016 and @0x0800E192. That call shape is GET_TAPPING_TERM() with TAPPING_TERM_PER_KEY defined. Body is the weak default returning TAPPING_TERM = 175, at the action_tapping.o link position (after waiting_buffer_typed.isra.0, before waiting_buffer_scan_tap), not in the keymap object. Resolved: A; B's 'TAPPING_TERM_PER_KEY off' inference is wrong."
0x0800DF00,148,waiting_buffer_scan_tap,B-only,high,"same control flow as ref 0x0800BF3C (ldrb [..#6]; cmp #15; ring index and #7; bfi #4,#4 on tap.count; bl process_record 0x0800DAD8; tail b.w debug_waiting_buffer 0x0800DE58); 16 B larger than ref because the inline 'cmp #139' became bl get_record_keycode + bl get_tapping_term. B (split2) + inspection."
0x0800DF94,648,process_tapping,B-only,medium,B align match; entry=bl; callgraph 8/10; opsim=0.80
0x0800E21C,196,action_tapping_process,B-only,high,B align match; entry=bl; callgraph 5/6; opsim=0.85; gcc13 ref agrees (action_tapping_process)
0x0800E2E0,12,get_oneshot_layer,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E2EC,16,get_oneshot_layer_state,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (get_oneshot_layer_state)
0x0800E2FC,20,is_oneshot_layer_active,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (is_oneshot_layer_active)
0x0800E310,12,get_mods,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800E31C,16,add_mods,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x0800E32C,16,del_mods,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x0800E33C,12,clear_mods,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E348,12,get_weak_mods,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E354,16,add_weak_mods,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E364,16,del_weak_mods,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E374,12,clear_weak_mods,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x0800E380,12,get_oneshot_mods,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E38C,8,oneshot_locked_mods_changed_kb,agreed,high,"A ambiguous 8-B kb-hook set resolved by callers add/clear/del_oneshot_locked_mods (0x200016A5 group); body 'push {r3,lr}; bl 0x0800D08C; pop' -> oneshot_locked_mods_changed_user [user]"
0x0800E394,28,add_oneshot_locked_mods,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (add_oneshot_locked_mods)
0x0800E3B0,24,clear_oneshot_locked_mods,conflict,high,"A clear_oneshot_mods (exact; the only candidate because ref_feat has no clear_oneshot_locked_mods) vs B clear_oneshot_locked_mods. Body clears byte 0x200016A5 then bl 0x0800E38C. 0x200016A5 is the byte written by add_oneshot_locked_mods@0x0800E394 (A exact) and del_oneshot_locked_mods@0x0800E3C8; the oneshot_mods group (get 0x0800E380, add 0x0800E3EC, del 0x0800E408, clear 0x0800E424) uses 0x200016A6 and calls oneshot_mods_changed_kb 0x0800E3E4. Orientation pinned by process_action@0x0800D83A-0x0800D846: bl register_mods(0x0800D672); bl del_oneshot_mods(0x0800E408); bl add_oneshot_locked_mods(0x0800E394) == quantum/action.c:464-466 (tap_count == ONESHOT_TAP_TOGGLE branch). Resolved: B."
0x0800E3C8,28,del_oneshot_locked_mods,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E3E4,8,oneshot_mods_changed_kb,agreed,high,"B merge label 'oneshot_mods_changed_user+oneshot_mods_changed_kb': only the kb hook lives here ('push {r3,lr}; bl 0x0800D088; pop'); the ref's 2-B user stub is replaced by the user's oneshot_mods_changed_user at 0x0800D088. Callers add/del/clear_oneshot_mods (0x200016A6 group)."
0x0800E3EC,28,add_oneshot_mods,agreed,medium,A fuzzy 1.00; B align match; entry=bl; callgraph 1/2; opsim=0.72
0x0800E408,28,del_oneshot_mods,agreed,medium,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/2; opsim=0.80
0x0800E424,24,clear_oneshot_mods,agreed,high,"clears byte 0x200016A6 (oneshot_mods, see 0x0800E3B0) then bl oneshot_mods_changed_kb 0x0800E3E4; A exact + B"
0x0800E43C,48,get_mods_for_report,agreed,medium,A fuzzy-anchored 0.95; B align match; entry=bl; callgraph 4/4; opsim=0.78
0x0800E46C,56,send_6kro_report,agreed,high,A exact 1.00; B align match; callgraph 1/2; opsim=1.00; gcc13 ref agrees (send_6kro_report)
0x0800E4A4,56,send_nkro_report,agreed,high,A exact 1.00; B align match; callgraph 1/2; opsim=1.00; gcc13 ref agrees (send_nkro_report)
0x0800E4DC,32,send_keyboard_report,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 6/6; opsim=1.00; gcc13 ref agrees (send_keyboard_report)
0x0800E4FC,8,oneshot_layer_changed_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/3; opsim=1.00
0x0800E504,48,set_oneshot_layer,agreed,high,A fuzzy 1.00; B align match; entry=bl; callgraph 4/4; opsim=0.91
0x0800E534,20,reset_oneshot_layer,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=0.88
0x0800E548,52,clear_oneshot_layer_state,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (clear_oneshot_layer_state)
0x0800E57C,44,oneshot_set,agreed,high,A exact 1.00; B align match; callgraph 1/1; opsim=1.00; gcc13 ref agrees (oneshot_set)
0x0800E5A8,24,oneshot_toggle,B-only,high,B align match; entry=bl; callgraph 1/1; opsim=0.73; gcc13 ref agrees (oneshot_toggle)
0x0800E5C0,6,oneshot_enable,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E5C6,6,oneshot_disable,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E5CC,20,eeconfig_disable,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E5E0,20,eeconfig_is_enabled,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800E5F4,6,eeconfig_read_debug,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E5FA,6,eeconfig_read_default_layer,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E600,6,eeconfig_read_keymap,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800E606,8,eeconfig_update_keymap,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E60E,8,eeconfig_update_kb,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E616,8,eeconfig_update_user,agreed,high,A exact 1.00; B align match; opsim=1.00
0x0800E61E,6,eeconfig_init_user,agreed,high,A exact-ambiguous 1.00; B align HOOK-DEFAULT: eeconfig_init_user (default; BL from eeconfig_init_kb @0x0800e624)
0x0800E624,16,eeconfig_init_kb,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=0.91
0x0800E634,144,eeconfig_init_quantum,agreed,high,B align match; callgraph 6/6; opsim=0.97; gcc13 ref agrees (eeconfig_init_quantum); A caller-vote agrees (eeconfig_init_quantum)
0x0800E6C4,4,eeconfig_init,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800E6C8,56,generate_tick_event,agreed,high,B align match; entry=bl; callgraph 3/3; opsim=0.89; gcc13 ref agrees (generate_tick_event); A caller-vote agrees (generate_tick_event)
0x0800E700,24,last_matrix_activity_trigger,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E718,24,last_encoder_activity_trigger,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E730,2,matrix_setup,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E732,2,keyboard_pre_init_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E734,8,keyboard_pre_init_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E73C,4,matrix_can_read,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800E740,28,keyboard_setup,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/5; opsim=1.00
0x0800E75C,4,is_keyboard_master,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E760,8,should_process_keypress,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800E768,2,housekeeping_task_user,agreed,high,A exact-ambiguous 1.00; B align HOOK-DEFAULT: housekeeping_task_user (2 B default stub; BL from housekeeping_tas
0x0800E76A,12,housekeeping_task,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800E776,18,quantum_init,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800E788,28,keyboard_init,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 7/7; opsim=1.00
0x0800E7A4,20,quantum_task,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800E7B8,248,keyboard_task,agreed,high,A fuzzy-anchored 0.84; B align match; entry=bl; callgraph 15/16; opsim=0.95
0x0800E8B0,436,action_for_keycode,agreed,high,A fuzzy-anchored 0.90; B align match; callgraph 2/2; opsim=0.91; gcc13 ref agrees (action_for_keycode)
0x0800EA64,58,keymap_key_to_keycode,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (keymap_key_to_keycode)
0x0800EA9E,22,action_for_key,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (action_for_key)
0x0800EAB4,264,keycode_config,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (keycode_config)
0x0800EBBC,196,mod_config,agreed,high,B align match; entry=bl; callgraph 1/1; opsim=0.66; gcc13 ref agrees (mod_config); A caller-vote agrees (mod_config)
0x0800EC80,4,sendchar,agreed,high,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=1.00
0x0800EC84,4,null_sendchar_func,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=ptr; opsim=1.00
0x0800EC88,12,print_set_sendchar,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800EC94,4,bootmagic_lite_reset_eeprom,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800EC98,42,bootmagic_lite,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/5; opsim=1.00
0x0800ECC2,10,bootmagic,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=0.86
0x0800ECCC,64,magic,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 8/8; opsim=1.00
0x0800ED0C,2,matrix_init_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800ED0E,8,matrix_init_kb,agreed,high,A exact-ambiguous 1.00; B align match; callgraph 1/1; opsim=1.00
0x0800ED16,2,matrix_scan_user,agreed,high,A exact-ambiguous 1.00; B align HOOK-DEFAULT: matrix_scan_user (2 B default); match; entry=bl; callgraph 1/1; op
0x0800ED18,8,matrix_scan_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800ED20,12,matrix_get_row,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800ED2C,2,matrix_print,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800ED2E,8,matrix_io_delay,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800ED36,26,matrix_output_select_delay,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (matrix_output_select_delay)
0x0800ED50,8,matrix_output_unselect_delay,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; callgraph 1/1; opsim=1.00
0x0800ED58,36,setPinInputHigh_atomic,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=0.96
0x0800ED7C,60,matrix_init_pins,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800EDB8,160,matrix_read_rows_on_col,agreed,high,B align match; entry=bl; callgraph 4/4; opsim=0.88; A caller-vote agrees (matrix_read_rows_on_col)
0x0800EE58,52,matrix_init,agreed,high,A fuzzy-anchored 0.72; B align match; entry=bl; callgraph 4/4; opsim=0.80; gcc13 ref agrees (matrix_init)
0x0800EE8C,108,matrix_scan,agreed,high,A fuzzy-anchored 0.80; B align match; entry=bl; callgraph 6/6; opsim=0.90
0x0800EEF8,36,debounce_init,agreed,high,B align match; entry=bl; callgraph 1/2; opsim=0.42; gcc13 ref agrees (debounce_init); A caller-vote agrees (debounce_init)
0x0800EF1C,20,debounce_free,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/2; opsim=1.00; gcc13 ref agrees (debounce_free)
0x0800EF30,304,debounce,agreed,high,B align match; entry=bl; callgraph 2/2; opsim=0.85; A caller-vote agrees (debounce)
0x0800F060,18,protocol_init,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800F072,18,protocol_task,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800F084,28,main,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 7/7; opsim=1.00
0x0800F0A0,30,eeprom_read_byte,agreed,high,A fuzzy-anchored 0.82; B align match; entry=bl; callgraph 2/2; opsim=0.90; gcc13 ref agrees (eeprom_read_byte)
0x0800F0BE,30,eeprom_read_word,agreed,high,A fuzzy-anchored 0.82; B align match; entry=bl; callgraph 3/3; opsim=0.90; gcc13 ref agrees (eeprom_read_word)
0x0800F0DC,26,eeprom_read_dword,agreed,high,A fuzzy-anchored 0.82; B align match; entry=bl; callgraph 2/2; opsim=0.90; gcc13 ref agrees (eeprom_read_dword)
0x0800F0F6,24,eeprom_write_byte,B-only,high,B align match; callgraph 1/1; opsim=0.88; gcc13 ref agrees (eeprom_write_byte)
0x0800F10E,24,eeprom_write_word,agreed,high,A fuzzy-anchored 0.78; B align match; callgraph 1/1; opsim=0.88; gcc13 ref agrees (eeprom_write_word)
0x0800F126,22,eeprom_write_dword,agreed,high,A fuzzy-anchored 0.88; B align match; callgraph 1/1; opsim=0.88; gcc13 ref agrees (eeprom_write_dword)
0x0800F13C,52,eeprom_update_block,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00; gcc13 ref agrees (eeprom_update_block)
0x0800F170,28,eeprom_update_byte,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800F18C,28,eeprom_update_word,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800F1A8,28,eeprom_update_dword,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800F1C4,4,eeprom_driver_init,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800F1C8,4,eeprom_driver_erase,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800F1CC,10,eeprom_read_block,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 6/6; opsim=1.00
0x0800F1D6,10,eeprom_write_block,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x0800F1E0,32,wear_leveling_clear_cache,agreed,high,A fuzzy-anchored 0.82; B align match; entry=bl; callgraph 2/2; opsim=0.80; gcc13 ref agrees (wear_leveling_clear_cache)
0x0800F200,32,wear_leveling_unlock,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x0800F220,36,wear_leveling_lock,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00; gcc13 ref agrees (wear_leveling_lock)
0x0800F244,52,wear_leveling_erase,agreed,high,A exact 1.00; B align match; callgraph 4/4; opsim=0.97; gcc13 ref agrees (wear_leveling_erase)
0x0800F278,36,wear_leveling_read,agreed,high,A fuzzy-anchored 0.80; B align match; callgraph 0/1; opsim=0.79; gcc13 ref agrees (wear_leveling_read)
0x0800F29C,38,backing_store_read_bulk,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800F2C2,38,backing_store_write_bulk,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (backing_store_write_bulk)
0x0800F2E8,92,wear_leveling_consolidate_force,agreed,medium,A fuzzy-anchored 0.79; B align match; entry=bl; callgraph 6/6; opsim=0.81
0x0800F344,16,literal pool (wear_leveling FNV-1a 64-bit basis 0xCBF29CE484222325 + RAM ptr 0x20001704),B-only,high,not code: NOT CODE: nop.w pad + 64-bit FNV-1a offset basis 0xcbf29ce484222325 (wear_leveling.c) + RAM ptr 0x20001704; detector false split
0x0800F354,24,wear_leveling_consolidate_if_needed,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (wear_leveling_consolidate_if_needed)
0x0800F36C,40,wear_leveling_append_raw,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800F394,204,wear_leveling_write,agreed,high,A fuzzy-anchored 0.86; B align match; callgraph 4/5; opsim=0.90; gcc13 ref agrees (wear_leveling_write)
0x0800F460,240,wear_leveling_init,agreed,high,B align match; callgraph 7/8; opsim=0.78; gcc13 ref agrees (wear_leveling_init); A caller-vote agrees (wear_leveling_init)
0x0800F550,12,literal pool (wear_leveling FNV-1a 64-bit basis 0xCBF29CE484222325 + RAM ptr 0x20001704),B-only,high,not code: NOT CODE: 64-bit FNV-1a offset basis 0xcbf29ce484222325 + RAM ptr 0x20001704; detector false split
0x0800F55C,24,backing_store_unlock,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (backing_store_unlock)
0x0800F574,64,backing_store_erase,agreed,medium,B align match; entry=bl; callgraph 3/3; opsim=0.69; A caller-vote agrees (backing_store_erase)
0x0800F5B4,48,backing_store_write,agreed,high,A fuzzy-anchored 0.60; B align match; entry=bl; callgraph 2/2; opsim=0.67; gcc13 ref agrees (backing_store_write)
0x0800F5E4,16,backing_store_lock,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800F5F4,136,backing_store_init,B-only,high,B align match; entry=bl; callgraph 5/5; opsim=0.92
0x0800F67C,68,backing_store_read,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (backing_store_read)
0x0800F6C0,224,hsv_to_rgb_impl,agreed,high,A fuzzy-anchored 0.62; B align match; opsim=0.73; gcc13 ref agrees (hsv_to_rgb_impl)
0x0800F7A0,10,hsv_to_rgb,agreed,high,A exact 1.00; B align match; opsim=1.00
0x0800F7AA,78,sqrt16,agreed,high,A fuzzy 0.87; B align match; entry=bl; callgraph 4/4; opsim=0.93; gcc13 ref agrees (sqrt16)
0x0800F7F8,36,random8,B-only,high,B align match; entry=bl; callgraph 3/3; opsim=0.91; gcc13 ref agrees (random8)
0x0800F81C,68,sin8_C,B-only,high,B align match; entry=bl; callgraph 2/2; opsim=0.40; gcc13 ref agrees (sin8_C)
0x0800F860,40,CYCLE_ALL_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=0.96; gcc13 ref agrees (CYCLE_ALL_math)
0x0800F888,56,CYCLE_LEFT_RIGHT_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00; gcc13 ref agrees (CYCLE_LEFT_RIGHT_math)
0x0800F8C0,56,CYCLE_UP_DOWN_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00; gcc13 ref agrees (CYCLE_UP_DOWN_math)
0x0800F8F8,84,RAINBOW_MOVING_CHEVRON_math,B-only,high,B align match; entry=ptr; opsim=0.76; gcc13 ref agrees (RAINBOW_MOVING_CHEVRON_math)
0x0800F94C,50,CYCLE_OUT_IN_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00; gcc13 ref agrees (CYCLE_OUT_IN_math)
0x0800F97E,74,CYCLE_OUT_IN_DUAL_math,B-only,high,B align match; entry=ptr; callgraph 1/1; opsim=0.81; gcc13 ref agrees (CYCLE_OUT_IN_DUAL_math)
0x0800F9C8,80,DUAL_BEACON_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00; gcc13 ref agrees (DUAL_BEACON_math)
0x0800FA18,80,RAINBOW_BEACON_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00; gcc13 ref agrees (RAINBOW_BEACON_math)
0x0800FA68,52,SOLID_REACTIVE_SIMPLE_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00; gcc13 ref agrees (SOLID_REACTIVE_SIMPLE_math)
0x0800FA9C,72,SOLID_REACTIVE_WIDE_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00; gcc13 ref agrees (SOLID_REACTIVE_WIDE_math)
0x0800FAE4,120,SOLID_REACTIVE_NEXUS_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00; gcc13 ref agrees (SOLID_REACTIVE_NEXUS_math)
0x0800FB5C,78,SPLASH_math,agreed,high,A fuzzy 0.87; B align match; entry=ptr; opsim=0.89; gcc13 ref agrees (SPLASH_math)
0x0800FBAA,70,SOLID_SPLASH_math,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=0.98; gcc13 ref agrees (SOLID_SPLASH_math)
0x0800FBF0,16,eeconfig_flag_rgb_matrix,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/2; opsim=1.00
0x0800FC00,32,eeconfig_init_rgb_matrix,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (eeconfig_init_rgb_matrix)
0x0800FC20,70,atan2_8,agreed,high,B align match; entry=bl; callgraph 3/3; opsim=0.70; gcc13 ref agrees (atan2_8); A caller-vote agrees (atan2_8)
0x0800FC66,70,BAND_SPIRAL_VAL_math,agreed,high,A fuzzy 0.87; B align match; entry=ptr; callgraph 1/1; opsim=0.94; gcc13 ref agrees (BAND_SPIRAL_VAL_math)
0x0800FCAC,48,CYCLE_PINWHEEL_math,agreed,high,A fuzzy 0.86; B align match; entry=ptr; callgraph 1/1; opsim=0.94; gcc13 ref agrees (CYCLE_PINWHEEL_math)
0x0800FCDC,56,CYCLE_SPIRAL_math,agreed,high,A fuzzy 0.95; B align match; entry=ptr; callgraph 1/1; opsim=0.95; gcc13 ref agrees (CYCLE_SPIRAL_math)
0x0800FD14,28,eeconfig_flush_rgb_matrix.part.0,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800FD30,8,rgb_matrix_hsv_to_rgb,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 11/11; opsim=1.00
0x0800FD38,220,process_rgb_matrix_typing_heatmap,B-only,high,B align match; entry=bl; callgraph 2/2; opsim=0.84; gcc13 ref agrees (process_rgb_matrix_typing_heatmap)
0x0800FE14,44,eeconfig_update_rgb_matrix_default,agreed,high,A fuzzy-anchored 0.93; B align match; entry=bl; callgraph 1/2; opsim=1.00
0x0800FE40,4,rgb_matrix_map_row_column_to_led_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800FE44,40,rgb_matrix_map_row_column_to_led,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (rgb_matrix_map_row_column_to_led)
0x0800FE6C,12,rgb_matrix_update_pwm_buffers,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800FE78,20,rgb_matrix_set_color,agreed,high,B align match; entry=bl; callgraph 13/13; opsim=0.50; gcc13 ref agrees (rgb_matrix_set_color); A caller-vote agrees (rgb_matrix_set_color)
0x0800FE8C,88,jellybean_raindrops_set_color.isra.0,B-only,high,B align match; entry=bl; callgraph 3/3; opsim=0.89; gcc13 ref agrees (jellybean_raindrops_set_color.isra.0)
0x0800FEE4,12,rgb_matrix_set_color_all,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 6/8; opsim=1.00
